,userName,content,score,manualSentimentLabel
40735,Kurniawan Eko,"Won't open on my hisense pure shot but working on my Xperia and iconia. Hisense andromax pureshot (budling smartfren)  andro kitkat. Pesannya Memindahkan Audio! Sdh 100% tp hang, ga bs msk menu baca. Ga bs exit, hrs lwt task manager. Sdh uninstall & reinstall tetep hang...",1,0
40791,Ina Permatasari,Pembaharuan terlalu sering.,3,0
40794,nuryah dewi,"There is Surah Ghafir named, and after i checked it in several Mushaf Al-Qur'an, the name must be Surah Mu'min.",1,0
40826,Heri Gunawan,"beberapa hal yang sangat penting dalam membaca alqur'an seperti bacaan imalah, saktah, ismam dll nya tidak dicantumkan beserta cara membacanya. tanda baca ayat sajadah/ sujud qur'annya juga belum ada, menjadikan membaca qur'an menjadi tidak sempurna.",1,0
40877,Ali Abrahimee,Salaam is the Holy Quran is complete 30 jus or its not complete?,1,0
40915,Budi Nugroho,Versi terbarunya ada masalah saat memindahkan file audio dari eksternal memori ke internal memori. Sistem tidak bs merespon. Need help please.,2,0
40929,chikmah lailatul,"I do not know what's going on. But when the murrotal still playing, suddenly it's stop and i don't know my last ayah",2,0
40969,Sri Harwinarno,Untuk down load kok Bismillah nya kok nggak ikut langsung ayat 1dst,3,0
40997,Don Ardinz,I've already download all surah then there's an update notification suddenly my downloaded files are gone..and i have to download it again from first surah..astagfirullah..what's is wrong? Can u help to fix this..thanks,2,0
41004,Zofez Bigbike,For my knowledge about islam thanks..,1,1
41069,Syahrul Faiji,Alhamdulillah dengan adanya aplikasi ini semakin mudah untuk beribadah. Meluncur mulus di Zenfone 5 saya. Saya akan berikan 5 bintang apabila aplikasi ini bisa menampilkan widget yang memberikan informasi jadwal sholat. Dan akan lebih bermanfaat jika ada menu untuk daftar hadits. Terimakasih,3,1
41070,Endang Astuti,Saya suka sekali Al Quran ini.  Tapi kenapa setelah update tidak bisa saya share ke Path ya?,3,0
41097,ADY MG,Simple & okey,3,1
41178,Adhityo Januprabowo,Kenapa setiap muratal yang sudah di download ilang terus ya? Jadi harus berulang kali di download. Please fix it,3,0
41210,Auliya Adli Ramadhan,"Bagus, tapi akan lebih bagus kalau ayat sajadah diberikan tandanya, karna di sini tidak ditandai ayat sajadahnya.",3,1
41288,Awan Darmawan,"terdapat tanda berhenti waqaf mu'anaqah (titik tiga), dan cuma ada satu tanda, seharusnya waqaf mu'anaqah pasti sepasang, seharusnya waqaf yg digunakan waqaf jaiz.. tolong koreksi jika saya salah. terima kasih",3,0
41297,Danang Juffry,"Aplikasi nya cukup baik, hanya tolong hati hati dalam memasukkan iklan. Iklan dengan suara menggelegar dan autoplay sungguh mengganggu. Apalagi ketika user sedang di tempat yg butuh kekhusyukan seperti di masjid/musholla.",3,1
41348,Tommy Sutama,Kenapa lokasi penyimpanan audio tidak bisa dipindah dari external ke internal? Kalau coba dipindah selalu keluar note: penyimpanan sama seperti sebelumnya. Bisa dibantu??,3,0
41373,fitriana nur anisa,"Kasih 1 bintang, krn sd card cmn kebaca internal saja..",1,0
41448,deva state ion,Jadwal sholat untuk denpasar terlalu cepat 1 jam,3,0
41473,C 359,Alhamdulillah,1,1
41538,ines dhamayanti,Bad,1,0
41679,Happy Junianto,Alhamdullilah it help me so much in memorizing ayats. One thing must be improved that many ayats miss the voice. Not complete voice. Please fix it from juz 30 so it will be more wonderfull.,3,1
41684,Uchu Roro,like,2,1
41695,Moh Ichwanuddin,Pahala dan dosa buat pengembang,1,0
41697,Wira Setiawan,"Dear Dev Team, saya pikir ada cara yg lebih bagus lagi untuk mengambil keuntungan, misalnya donasi. Karena sistem iklan sepeti ini tidak bisa dikontrol oleh Dev, terkadang muncul iklan yg sangat buruk dan mengganngu. Tentu ini sangat merusak kualitas aplikasi.",3,0
41705,Dani Hasan,Fitur terakhir baca tidak berfungsi.,2,0
41811,Angga Chaerullah,"First 2-3 weeks I installed this it works perfectly, but now there's no more azaan to remind the praying times? I've tried to uninstall and reinstall but to no avail :/",3,0
41836,Tatang Hariadi,Bagaimana menhilangkan iklan? Terimakasih,3,0
41861,Rizco,"Notification sholat nya kok kadang2 bunyi kadang2 ga bunyi? Pdhl udah di nyalain semua, tolong di update lgi ya",2,0
41891,Erna Boona,Ayat2 tiap juz tidak lengkap,1,0
41973,Puti Kiandra Ariana Nur,I liked it because you gave the latin and the meaning so every one can read,1,1
41977,Roihan Anwar,"Sempat kecewa, Versi terbaru tidak bisa menyimpan di Audio Murotal external SD card. Ini mengecewakan pengguna android yang penyimpanan internal SD nya sedikit, saya kecewa begitu saya update ke versi terbaru. Mohon kembalikan settingan Audio ke external SDcard.dan terimakasih aplikasi nya saya sangat suka, membantu saya belajar :)",3,0
41988,Dadi Ardiansyah,Perlu disempurnakan lagi.....  Dowload murotal udah banyak selalu hilang pas update aplikasi....,1,0
42038,Belommakan,Abis upgrade malah jd sering gagal download qory dan eror. Please fix it.,1,0
42039,sara nurcahya,sangat berguna,3,1
42062,Bagoes Lanang,Audio murottal yg diunduh kembali hilang kemungkinan krn penggunan junk cleaner. tidak konsisten sistemnya.,3,0
42065,Trifanie Wahyulyah,"Sayangnya gak semua tipe hp yg bisa detect arah kiblat. Overall, good.",3,1
42080,Athifa Fakhriyah zildji,Audio nya udh di download tapi minta di download lgi sudah 2x knp ya?,3,0
42084,hd butik,"Mp3 yang sudah di download hilang terus,sudah beberapa Kali download hilang :(",3,0
42115,Aden Bagus Wiratama,Semenjak update jadi kurang mantap nih.Gak bisa matiin suara adzannya.,2,0
42136,Eri Firman,"Banyak Banget Ya Surahnya Ada  yang terkenal kata kunci surga pengaturan dan jadwal sholat adzan, ada adzan maghrib",3,0
42137,Sahrul Arifin,Please admin... There was wrong on surah al Mulk : 27 (arabic),3,0
42165,Tri Sutrisno,"For several hours after I had this app updated, I got confused with the alarm icon appearing on the notification bar since I never set alarm on my phone. I notice this ""problem"" after Ashar azan notification suddenly popped up at 11pm---because I had not set my location yet anyway. I think its gonna be much better to separate the app notification from the native icon or whatever it is, as it can lead to misunderstanding for users about what happened to their phones. Thank you. Great improvement though.",2,1
42204,Rosmaida Wahyuningsih,Sangat TDK tepat,1,0
42226,Vina Taufiq,Pilihan untuk mengubah notifikasi sholat tanpa adzan kenapa dihilangkan ya? Meskipun sekarang volume adzan bisa min. 20% namun sy tetap prefer utk adzan cukup masuk sebagai notification saja tanpa suara.  Apakah masih bisa?,3,0
42241,Rama Novta Miraldi,"Fitur nya yang lengkap sangat membantu saya, namun kita update terakhir ada fitur adzan. Dan walau handphone kondisi silent adzan tetap berkumandang, tidak bisa kah ada pilihan untuk on off fitur adzan?",3,1
42257,Gusti Lena Noor,Kok surat nya berhenti2 kalau gak ya ayatnya lompat2 sendiri ya akh??? Mohon diperbaiki,1,0
42267,Ivan Akasse,Akhirnya ketemu....Aplikasi Al Qur'an terlengkap yang sesuai dengan apa yg saya cari selama ini...good job (y). Minus nya hanya di pencarian cepat ayat yg belum nyaman. Mungkin bisa dibuat seperti aplikasi iQur'an (left fast scrolling),3,1
42288,Nafi Zahirul Haq,"After last update, i cant play surah repeatly, after 2/3 times played, this apps was crash. I was very disappointed with this update. I regret update it :(",1,0
42292,Mongga SIMANUNGKALIT,Recommended to download,3,1
42311,A Google user,Alarm adzannya suka tidak berfungsi,1,0
42348,ahmad helmy,good..,3,1
42355,Sinta ro'iyyati,"Cuma sayang belum bisa unduh audio, server sedang sibuk Dan gagal terus",3,0
42363,Regita Ryzki,"Barakallah, semoga bermanfaat bagi yg lain jg",2,1
42419,Amalia Nur Azizah,Kok murotal nya gabisa di download ya ?,2,0
42446,Ab Aab,Ok,2,1
42515,Hanif Mahasetyaputra Mahasetyaputra,This application should be good. Harusnya kita dapat mendownload semua tanpa 1p persatu surat. I hope my wish come true ! Tks.,3,1
42625,Ari Alfianto,"Ada terjemah per kata yg salah di Albaqarah ayat 87, yaitu kata ""jaa akum""",3,0
42632,Ari tya,"nyaman,jelas & detil..mudah dibaca dan dipahami",3,1
42662,Judianto Tjahjo Nugroho,"Setelah update, bahkan install ulang, saya tidak bisa mendapat bacaan versi latin walau sudah diaktifkan dipengaturan. Saya butuh untuk belajar dimana saya harus atau boleh berhenti membaca dalam satu ayat. Akhirnya saya un install saja.",2,0
42695,fila andela,Ok..sy lihat,3,1
42746,Alex Cahya,Bagus sekali sangat bermanfaat,1,1
42817,ainun ilma,3 dulu.,3,0
42930,Agni Pusparina,Like,1,1
42941,Deny Deuth,Saat menggunakan clean master dan bersihkan file2 sampah.. file audio ikut terhapus.. jadi harus selalu download ulang file audio.. mohon diperbaiki.. untuk kenyamanan bersama. (Gal tab 2 jellybean),3,0
42955,Yhonk Shinxgho,"Aplikasinya bagus (5 star) tapi download file murottalnya (Mishary Rashid) sangat jelek sekali, tidak pernah bisa selesai, padahal sudah selesai downloadnya. Downloadnya selalu minta ulang lagi dan lagi. 8gb kuota habis cuma untuk surah al-baqarah yang selalu minta ulang download. Pakai wifi dan jaringan 4g pun tetap terjadi hal yang sama, ulang lagi, weleh :(",2,1
42969,Aditya Yuda,"Terjemahan tidak muncul pada versi terbaru, mohon difix kembali",3,0
43014,Kharissa Nayla Hamzah,Sering download ulang terus,1,0
43029,Mega Sari Dewi,"Setiap ke aplikasi ini, selalu mengunduh surat lagi. Padahal sebelumnya sdh di unduh. Kenapa ya?",1,0
43055,Nabila Zulfa,App nya sdh bagus. Hanya saja saat membaca ada ayat yg tertukar. Contoh ketika membaca Al-baqarah :12 ayat yg tertulis beda lagi,2,1
43113,DAFFA NAUFAL A,"murotal dr qori yg udah di download akan hilang dengan adanya update aplikasinya mohon diperbaiki, ga mgkn donk download trus ayat yang sama",3,0
43129,Bu Agus Istie,Al ankabut ayah 23 tulisannya salah. Juga saba 31. Mohon koreksi.,2,0
43130,Asri Wijayanti,"Aplikasi yang sangat bermanfaat untuk membaca Al Qur'an dan terjemahnya. Terimakasih untuk para developernya. Sayang ada iklan-iklan yg kurang pantas yg sesekali muncul, seperti iklan game Casino. Apakah iklan2 yg muncul bisa difilter? Saya juga belum bisa menemukan surah yg ingin saya baca melalui tab pencarian.",3,1
43145,Adelia Utami,Audio tiba-tiba hilang semua. Sudah 2 kali terjadi. Ini kenapa?-_-,3,0
43184,Siti Fatimah,nice app,3,1
43224,Yuni Melani,Kenapa download suara tiap hr hilang dan hrs di download ulang? Utk versi yg sebelumnya tdk masalah.cukup 1 x download. Tlg diperbaiki kembali donk. Biar tdk harus di download tiap hr. Thanks,3,0
43249,Abdullah Syarief,Kenapa engga bisa di download? Udah 5x gagal terus. Selalu error pas udah 100%,2,0
43260,koko rrf,Like,3,1
43319,rina Mustika,"Tanda sujud sajadah atau sujud tilawah tolong diberikan lebih jelas, jangan hanya berupa tulisan kecil, ada kemungkinan terlewat.....trims",3,0
43417,Arif Nugroho,"Alhamdulilah, good app",3,1
43488,Shelvi Amalia,"Suka banget, tapi something error, ga bisa dibukaa di lenovo os android kitkat.",3,1
43500,Tubagus Rifza Adriansyah,Bagus appnya. Saran saya agar bisa ditandai terakhir dibaca bila membaca Qur'an secara landscape.,3,1
43505,syamsi lubis,Siiiip,3,1
43524,aduh apasih ini,Wah parah setelah update audio yg di download ilang semua.,1,0
43578,Yogi Adjie,Sangat disayangkan untuk applikasi sebaik ini masih disisipi Pop Up iklan...,2,0
43627,reza f,Ini app Quran terbagus yg ada di HP saya sih. Tapi ga bisa unduh bacaan Quran-nya. Crash terus pas mau unduh :(,3,1
43656,Santi Zulfa,"di surat ali imran ayat 40 ada kata yg seharusnya tidak di gabung, coba di cek lagi",1,0
43700,Juana Yokatta,G bisa download,1,0
43725,Nur Aisyah,Banyak terjemahan yg aneh contohnya di surat an naba ayat 33,2,0
43813,Dadan R,"Overall bagus, namun ada iklan popup menganggu.... please remove the ads...",2,1
43853,arisman dps,"Aplikasinya bagus, hanya sayang iklannya agak mengganggu, alangkah bagusnya tanpa iklan utk sebuah aplikasi kitab suci Al-Qur'an, cukuplah Allah yg membayarnya dg pahala yg terus mengalir selama aplikasi Al-Qur'an ini dibaca oleh setiap manusia...,Semoga pengembang bisa mempertimbangkannya...",3,1
43925,Rosi Sutrisno,Untuk tafsir kalau bisa diperkaya lagi,3,0
43944,Mr Civic,Tak perlu lah version lain utk lihat terjemahan bahasa lain..just hanya di satu App dgn pelbagai bahasa terjemahan,3,0
43953,Masitoh Hasibuan,I Lost all of MP3 DOWNLOADED without any reason. kindly please fix it!,2,0
43971,ISEKAI EXPERT,Just force closed when open it,1,0
43978,Sisilaso Sisilaso,Tiap 2-3hari mesti update,1,0
44035,Alkaysan Lhokseumawe,"Sangat membantu sekali untuk menghafal Al-Quran,, tapi audionya tidak bisa d download, cuma bisa download 2 surah..",3,1
44126,abdiraxman muusr,Ok,3,1
44137,Nur Habibah,"Alhamdulillah, syukron sangat bermanfaat untuk semua umat muslim",1,1
44170,yana yuliana,Tetap error.. tolong di perbaiki segera,2,0
44196,Asli Yani,"Semoga org yg mengembangkan aplikasi ini mendapat pahala krn sangat bermanfaat, dan sangat membantu sehingga  mudah dibawa dan membaca saat bepergian",2,1
44200,zainul bakri,Tidak bisa download audio murottal,3,0
44203,Aulya Channel,"Kenapa ya kok tiap download audio'a selalu gagal ada keterangan ""penyimpanan audio sibuk. Coba beberapa jam lagi"" mohon bantuannya",3,0
44208,TatiT2 Noer,"Versi yg lama sy ke reset,  Trus yg Sekarang sy install knp tak bisa download audio nya??",3,0
44217,memet ku,Up,1,1
44232,khalid salim,thanks. so the whole world can read.,1,1
44247,Nadzir Mohammad,Good,3,1
44285,AQua tic,Tolong di perbaiki untuk surah ali 'imran ayat pertama. Trimakasih,2,0
44349,sim sim,Allhamdullilah,1,1
44428,Tomy The Quincy,"Aplikasi kok gak bisa dibuka?? Ada tulisan ""anda harus memasang SD card utk aplikasi ini"" padahal sebelumnya lancar",3,0
44476,Abu Farid M,Mushaf belum Utsmaniy?,3,0
44582,Tombo Gaptek,Semoga menjadi berkah...terima kasih,3,1
44588,Rush Mila,I like it,3,1
44615,Hanni Ramli,"Assalamualaikum. Pada ayat 20 surat yasin terdapat bug, tolong di perbaiki,terimakasih",3,0
44708,Dens Alfaqir,Syukron,3,1
44743,Ahmad Nayan,"Saya kasih 2 bintang karen app ini menampilak iklan yang tak pantas, sy di taiwan ketika menutup app muncul iklan game yg tak paantas untk app quran",2,0
44786,Sofwan Helmi,Force close saat download audio,3,0
44822,Happy Laksana,"Gak bisa install, kenapa ya ?",3,0
44941,A Google user,"Teks arab cukup mudah dibaca, hanya saya belum bisa ketemu nomor halaman mushaf standarnya.",3,0
44962,A Google user,Nice,3,1
44968,WeddingLoGue anjia,Tidak ada petunjuk sedang baca halaman brapa. Seandainya ada akan lebih sempurna,3,0
45100,Rachmad Alamsyah,Terlalu banyak iklan,1,0
45110,yeppi susana,"Sy sudah mengunduh tp maaf sy uninstall, krn ada yg agak 'mengganggu' yakni pada huruf latin (bukan pada terjemahan!), yang seharusnya di baca 'ro' disitu tertulis 'ra', yg seharusnya dibaca 'sho' disitu tertulis 'sa', yg seharusnya dibaca 'dza' disitu tertulis 'zza'. Ini akan membingungkan bagi yg membaca latin nya pada aplikasi ini. Sebaiknya penulisan latin arabnya sesuai dgn dibacanya. Terima kasih",1,0
45139,izal wap,"Tolong arti ayat pada surah diperbaiki, seperti arti ayat surah al maun ayat 4..""maka celakalah orang yang salat""",1,0
45219,Anton SW,"Overall bagus tampilannya dan user friendly. Satu kekurangannya, banyak sisipan iklannya. Sebaiknya ada versi berbayar utk menghilangkan beberapa adds yg mengganggu + iklan seperti pada app ""muslim pro""",3,1
45290,syarif rachman,Sangat membantu membaca alquran kapan dan dimanapun berada.,3,1
45336,nathan ivander,I love love quran indonesian thank you . Assalammu alaikum,2,1
45361,cupzyyy,"waqafnya kurang bervariasi, bisa ditambahkan. terima kasih",2,0
45541,Aini Jolie,Pd saat baca salah satu surat tiba2 hang ditengah2 bacaan surat,3,0
45716,wijaya sbi,"Mudah menggunakannya ,semoga menjadi amal baik",3,1
45949,Marzha Tweedo,"???????? ??????????? ??????????????  ??????????????? ??????????????? ????????? ????????????????? ???????????? ?????  ?????????? ??????????????? ?????? ???????? ??????? ??????? ????????????? ??????????  ????? ????????? ????????? ???????? ???????? ""Sesungguhnya zakat-zakat itu, hanyalah untuk orang-orang fakir, orang-orang miskin, pengurus-pengurus zakat, para mu'allaf yang dibujuk hatinya, untuk (memerdekakan) budak, orang-orang yang berhutang, untuk jalan Allah dan untuk mereka yuang sedang dalam perjalanan",1,0
46010,Arya Bramantya Izzanto,"Aplikasinya bagus, hanya saja apabila ditambahkan tajwid berwarna akan lebih membantu lagi",3,1
46057,cataphract -,"Tampilan oke, huruf arabnya jelas, terjemahannya juga bagus. Bahkan bisa play Murottal ayat per ayat. Tapi yang membuat kurang adalah program ini tidak bisa memakai file audio sendiri, harus download. Padahal saya sudah ada file audio alqur'an, terpaksa harus download 2x.  Tapi overall, program ini sangat helpful for me.",3,1
46206,Arief Kessë,nice but sometimes hang..,2,1
46223,Prijodie Amdhani Lapeng,Good,2,1
46253,Danish Wara,cukup baik..tapi akan lebih baik lagi bila ada tulisan latinnya,3,1
46397,randi alwi,"Ayatnya pada acak""an,yg paling jelas, Pada surah adduha, ayat ke 3 diulang"", mohon di perbaiki secepatnyaaa, dari surah adduha sampai akhir acak acakaaaan, paraah",1,0
46418,Husnul Khotimah,Tanda waqaf banyak yang salah. Bahkan banyak yang double. Font ok.,3,0
46490,Septianta Yochi,"Maaf pak, update terakhir kok fontnya jadi berubah semua ya? Pilihannya jadi tinggal 2 font dan bagi sy sangat susah dibaca semua lebih enak yg kemarin sebelum update. 'Afwan",3,0
